ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductStyle,ProductCost,ProductPrice,SKU_TYPE,Discount Price
561,3,BK-T79Y-46,"Touring-1000 Yellow, 46",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Yellow,U,"$1,481.94","$2,384.07",BK-T79Y,"$2,145.663"
562,3,BK-T79Y-50,"Touring-1000 Yellow, 50",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Yellow,U,"$1,481.94","$2,384.07",BK-T79Y,"$2,145.663"
563,3,BK-T79Y-54,"Touring-1000 Yellow, 54",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Yellow,U,"$1,481.94","$2,384.07",BK-T79Y,"$2,145.663"
564,3,BK-T79Y-60,"Touring-1000 Yellow, 60",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Yellow,U,"$1,481.94","$2,384.07",BK-T79Y,"$2,145.663"
565,3,BK-T18U-54,"Touring-3000 Blue, 54",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,U,$461.44,$742.35,BK-T18U,$668.115
566,3,BK-T18U-58,"Touring-3000 Blue, 58",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,U,$461.44,$742.35,BK-T18U,$668.115
567,3,BK-T18U-62,"Touring-3000 Blue, 62",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,U,$461.44,$742.35,BK-T18U,$668.115
568,3,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,U,$461.44,$742.35,BK-T18Y,$668.115
569,3,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,U,$461.44,$742.35,BK-T18Y,$668.115
570,3,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,U,$461.44,$742.35,BK-T18Y,$668.115
571,3,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,U,$461.44,$742.35,BK-T18Y,$668.115
572,3,BK-T18Y-62,"Touring-3000 Yellow, 62",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,U,$461.44,$742.35,BK-T18Y,$668.115
573,3,BK-T79U-46,"Touring-1000 Blue, 46",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Blue,U,"$1,481.94","$2,384.07",BK-T79U,"$2,145.663"
574,3,BK-T79U-50,"Touring-1000 Blue, 50",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Blue,U,"$1,481.94","$2,384.07",BK-T79U,"$2,145.663"
575,3,BK-T79U-54,"Touring-1000 Blue, 54",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Blue,U,"$1,481.94","$2,384.07",BK-T79U,"$2,145.663"
576,3,BK-T79U-60,"Touring-1000 Blue, 60",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Blue,U,"$1,481.94","$2,384.07",BK-T79U,"$2,145.663"
577,3,BK-T44U-46,"Touring-2000 Blue, 46",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,U,$755.15,"$1,214.85",BK-T44U,"$1,093.365"
578,3,BK-T44U-50,"Touring-2000 Blue, 50",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,U,$755.15,"$1,214.85",BK-T44U,"$1,093.365"
579,3,BK-T44U-54,"Touring-2000 Blue, 54",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,U,$755.15,"$1,214.85",BK-T44U,"$1,093.365"
585,3,BK-T18U-44,"Touring-3000 Blue, 44",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,U,$461.44,$742.35,BK-T18U,$668.115
586,3,BK-T18U-50,"Touring-3000 Blue, 50",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,U,$461.44,$742.35,BK-T18U,$668.115
591,1,BK-M18S-40,"Mountain-500 Silver, 40",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,U,$308.22,$564.99,BK-M18S,$508.491
592,1,BK-M18S-42,"Mountain-500 Silver, 42",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,U,$308.22,$564.99,BK-M18S,$508.491
593,1,BK-M18S-44,"Mountain-500 Silver, 44",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,U,$308.22,$564.99,BK-M18S,$508.491
594,1,BK-M18S-48,"Mountain-500 Silver, 48",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,U,$308.22,$564.99,BK-M18S,$508.491
595,1,BK-M18S-52,"Mountain-500 Silver, 52",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,U,$308.22,$564.99,BK-M18S,$508.491
